prev_index;exer;ndept;COMPTE_T;ident;lbudg;COMPTE;value;remboursement
0;2016;001;10;22010001000010;DEP AIN;1068;19914993.41;True
1;2016;001;13;22010001000010;DEP AIN;1341;3097417.0;True
2;2016;001;16;22010001000010;DEP AIN;165;0.0;True
3;2016;001;70;22010001000010;DEP AIN;70848;1164944.01;True
4;2016;001;73;22010001000010;DEP AIN;7322;348171.31;True
5;2016;001;74;22010001000010;DEP AIN;7482;37976.0;True
6;2016;001;75;22010001000010;DEP AIN;7535;258470.89;True
7;2016;001;76;22010001000010;DEP AIN;7688;2833.5;True
8;2016;001;77;22010001000010;DEP AIN;7718;54046.41;True
9;2016;002;10;22020002600015;DEP AISNE;1068;2954548.29;True
10;2016;002;13;22020002600015;DEP AISNE;1341;1925374.0;True
11;2016;002;16;22020002600015;DEP AISNE;16441;0.0;True
12;2016;002;70;22020002600015;DEP AISNE;7083;70390.09;True
13;2016;002;73;22020002600015;DEP AISNE;7322;358820.34;True
14;2016;002;74;22020002600015;DEP AISNE;7461;4456897.0;True
15;2016;002;75;22020002600015;DEP AISNE;7588;2075284.63;True
16;2016;002;76;22020002600015;DEP AISNE;761;4568.18;True
17;2016;002;77;22020002600015;DEP AISNE;7718;258543.54;True
18;2016;003;10;22030001600080;DEP ALLIER;1068;12386805.11;True
19;2016;003;13;22030001600080;DEP ALLIER;1341;0.0;True
20;2016;003;16;22030001600080;DEP ALLIER;16449;24816670.0;True
21;2016;003;70;22030001600080;DEP ALLIER;70848;251856.45;True
22;2016;003;73;22030001600080;DEP ALLIER;7322;262612.09;True
23;2016;003;74;22030001600080;DEP ALLIER;7461;2726563.0;True
24;2016;003;75;22030001600080;DEP ALLIER;7588;29509.87;True
25;2016;003;76;22030001600080;DEP ALLIER;7688;4066.66;True
26;2016;003;77;22030001600080;DEP ALLIER;7718;318824.56;True
27;2016;004;10;22040001400019;DEP ALPES-DE-HAUTE-PROVENCE;1068;5680433.23;True
28;2016;004;13;22040001400019;DEP ALPES-DE-HAUTE-PROVENCE;1341;1584271.0;True
29;2016;004;16;22040001400019;DEP ALPES-DE-HAUTE-PROVENCE;165;0.0;True
30;2016;004;70;22040001400019;DEP ALPES-DE-HAUTE-PROVENCE;70848;1087832.1;True
31;2016;004;73;22040001400019;DEP ALPES-DE-HAUTE-PROVENCE;7322;126757.23;True
32;2016;004;74;22040001400019;DEP ALPES-DE-HAUTE-PROVENCE;7482;17053.0;True
33;2016;004;75;22040001400019;DEP ALPES-DE-HAUTE-PROVENCE;7588;232266.78;True
34;2016;004;76;22040001400019;DEP ALPES-DE-HAUTE-PROVENCE;7688;5760.04;True
35;2016;004;77;22040001400019;DEP ALPES-DE-HAUTE-PROVENCE;7718;5448.69;True
36;2016;005;10;22050001100089;DEPARTEMENT DES HAUTES-ALPES;1068;2351154.52;True
37;2016;005;13;22050001100089;DEPARTEMENT DES HAUTES-ALPES;1341;1366683.0;True
38;2016;005;16;22050001100089;DEPARTEMENT DES HAUTES-ALPES;165;0.0;True
39;2016;005;70;22050001100089;DEPARTEMENT DES HAUTES-ALPES;7083;39164.46;True
40;2016;005;73;22050001100089;DEPARTEMENT DES HAUTES-ALPES;7322;266381.65;True
41;2016;005;74;22050001100089;DEPARTEMENT DES HAUTES-ALPES;7461;976198.0;True
42;2016;005;75;22050001100089;DEPARTEMENT DES HAUTES-ALPES;7588;378892.66;True
43;2016;005;76;22050001100089;DEPARTEMENT DES HAUTES-ALPES;7621;4940.52;True
44;2016;005;77;22050001100089;DEPARTEMENT DES HAUTES-ALPES;7718;46737.45;True
45;2016;006;10;22060001900016;DEP ALPES-MARITIMES;1068;55250287.15;True
46;2016;006;13;22060001900016;DEP ALPES-MARITIMES;1341;1808498.0;True
47;2016;006;16;22060001900016;DEP ALPES-MARITIMES;16449;10000000.0;True
48;2016;006;70;22060001900016;DEP ALPES-MARITIMES;70878;2010743.84;True
49;2016;006;73;22060001900016;DEP ALPES-MARITIMES;7398;0.0;True
50;2016;006;74;22060001900016;DEP ALPES-MARITIMES;7482;162269.0;True
51;2016;006;75;22060001900016;DEP ALPES-MARITIMES;7588;586827.93;True
52;2016;006;76;22060001900016;DEP ALPES-MARITIMES;761;1125232.0;True
53;2016;006;77;22060001900016;DEP ALPES-MARITIMES;7718;1000.0;True
54;2016;007;10;22070001700019;DEP ARDECHE;1068;26985910.26;True
55;2016;007;13;22070001700019;DEP ARDECHE;1341;1061374.0;True
56;2016;007;16;22070001700019;DEP ARDECHE;16449;48665192.0;True
57;2016;007;70;22070001700019;DEP ARDECHE;70848;1410629.87;True
58;2016;007;73;22070001700019;DEP ARDECHE;7398;0.0;True
59;2016;007;74;22070001700019;DEP ARDECHE;7461;2634913.0;True
60;2016;007;75;22070001700019;DEP ARDECHE;7588;3749631.03;True
61;2016;007;76;22070001700019;DEP ARDECHE;7688;1421.01;True
62;2016;007;77;22070001700019;DEP ARDECHE;777;0.0;True
63;2016;008;10;22080004900011;DEP ARDENNES;1068;5860932.74;True
64;2016;008;13;22080004900011;DEP ARDENNES;1341;1463287.0;True
65;2016;008;16;22080004900011;DEP ARDENNES;165;2588.0;True
66;2016;008;70;22080004900011;DEP ARDENNES;7083;858.0;True
67;2016;008;73;22080004900011;DEP ARDENNES;7351;2711260.8;True
68;2016;008;74;22080004900011;DEP ARDENNES;7482;11674.0;True
69;2016;008;75;22080004900011;DEP ARDENNES;7588;3691243.99;True
70;2016;008;76;22080004900011;DEP ARDENNES;7688;2505.21;True
71;2016;008;77;22080004900011;DEP ARDENNES;777;0.0;True
72;2016;009;10;22090001300016;DEP ARIEGE;1068;14312231.01;True
73;2016;009;13;22090001300016;DEP ARIEGE;1341;2311125.0;True
74;2016;009;16;22090001300016;DEP ARIEGE;165;0.0;True
75;2016;009;70;22090001300016;DEP ARIEGE;7083;3009.67;True
76;2016;009;73;22090001300016;DEP ARIEGE;7398;0.0;True
77;2016;009;74;22090001300016;DEP ARIEGE;7482;8350.0;True
78;2016;009;75;22090001300016;DEP ARIEGE;7588;400314.99;True
79;2016;009;76;22090001300016;DEP ARIEGE;761;20513.51;True
80;2016;009;77;22090001300016;DEP ARIEGE;7718;68419.3;True
81;2016;010;10;22100005200011;DEP AUBE;1068;0.0;True
82;2016;010;13;22100005200011;DEP AUBE;1341;1093966.21;True
83;2016;010;16;22100005200011;DEP AUBE;16449;0.0;True
84;2016;010;70;22100005200011;DEP AUBE;7083;37399.5;True
85;2016;010;73;22100005200011;DEP AUBE;7322;221175.87;True
86;2016;010;74;22100005200011;DEP AUBE;7482;14743.0;True
87;2016;010;75;22100005200011;DEP AUBE;7588;71.48;True
88;2016;010;76;22100005200011;DEP AUBE;7688;32495.45;True
89;2016;010;77;22100005200011;DEP AUBE;7718;8094.13;True
90;2016;011;10;22110001900019;DEP AUDE;1068;35065098.53;True
91;2016;011;13;22110001900019;DEP AUDE;1341;3037223.26;True
92;2016;011;16;22110001900019;DEP AUDE;16449;3936598.71;True
93;2016;011;70;22110001900019;DEP AUDE;70878;218500.06;True
94;2016;011;73;22110001900019;DEP AUDE;7398;0.0;True
95;2016;011;74;22110001900019;DEP AUDE;7482;32509.0;True
96;2016;011;75;22110001900019;DEP AUDE;7588;145028.24;True
97;2016;011;76;22110001900019;DEP AUDE;761;49285.93;True
98;2016;011;77;22110001900019;DEP AUDE;7718;2876349.43;True
99;2016;012;10;22120001700012;DEP AVEYRON;1068;27488143.7;True
100;2016;012;13;22120001700012;DEP AVEYRON;1341;1138523.58;True
101;2016;012;16;22120001700012;DEP AVEYRON;16449;47559160.0;True
102;2016;012;70;22120001700012;DEP AVEYRON;7083;5869.06;True
103;2016;012;73;22120001700012;DEP AVEYRON;7351;3344372.32;True
104;2016;012;74;22120001700012;DEP AVEYRON;7482;22087.0;True
105;2016;012;75;22120001700012;DEP AVEYRON;7588;53610.25;True
106;2016;012;76;22120001700012;DEP AVEYRON;7688;3226.83;True
107;2016;012;77;22120001700012;DEP AVEYRON;7718;43568.47;True
108;2016;013;10;22130001500247;DEP BOUCHES-DU-RHONE;1068;28949909.19;True
109;2016;013;13;22130001500247;DEP BOUCHES-DU-RHONE;1318;10867.68;True
110;2016;013;16;22130001500247;DEP BOUCHES-DU-RHONE;16311;35000000.0;True
111;2016;013;70;22130001500247;DEP BOUCHES-DU-RHONE;7083;46918.88;True
112;2016;013;73;22130001500247;DEP BOUCHES-DU-RHONE;7322;3010058.49;True
113;2016;013;74;22130001500247;DEP BOUCHES-DU-RHONE;7461;11932208.0;True
114;2016;013;75;22130001500247;DEP BOUCHES-DU-RHONE;7588;3877402.78;True
115;2016;013;76;22130001500247;DEP BOUCHES-DU-RHONE;7621;1088.21;True
116;2016;013;77;22130001500247;DEP BOUCHES-DU-RHONE;7718;7454209.64;True
117;2016;014;10;22140118500014;DEP CALVADOS;1068;37019388.74;True
118;2016;014;13;22140118500014;DEP CALVADOS;1341;0.0;True
119;2016;014;16;22140118500014;DEP CALVADOS;165;0.0;True
120;2016;014;70;22140118500014;DEP CALVADOS;70848;4854295.21;True
121;2016;014;73;22140118500014;DEP CALVADOS;7398;0.0;True
122;2016;014;74;22140118500014;DEP CALVADOS;7482;308267.0;True
123;2016;014;75;22140118500014;DEP CALVADOS;7588;1113530.88;True
124;2016;014;76;22140118500014;DEP CALVADOS;7621;112904.46;True
125;2016;014;77;22140118500014;DEP CALVADOS;7718;5744.17;True
126;2016;015;10;22150001000014;DEP CANTAL;1068;17715259.17;True
127;2016;015;13;22150001000014;DEP CANTAL;1341;0.0;True
128;2016;015;16;22150001000014;DEP CANTAL;165;0.0;True
129;2016;015;70;22150001000014;DEP CANTAL;7083;2751.5;True
130;2016;015;73;22150001000014;DEP CANTAL;7398;0.0;True
131;2016;015;74;22150001000014;DEP CANTAL;7461;1685948.0;True
132;2016;015;75;22150001000014;DEP CANTAL;7588;27014.19;True
133;2016;015;76;22150001000014;DEP CANTAL;7688;281157.8;True
134;2016;015;77;22150001000014;DEP CANTAL;7718;2540.0;True
135;2016;016;10;22160001800016;DEP CHARENTE;1068;10698573.71;True
136;2016;016;13;22160001800016;DEP CHARENTE;1341;410067.67;True
137;2016;016;16;22160001800016;DEP CHARENTE;165;404.17;True
138;2016;016;70;22160001800016;DEP CHARENTE;7083;4630.0;True
139;2016;016;73;22160001800016;DEP CHARENTE;7351;3806482.86;True
140;2016;016;74;22160001800016;DEP CHARENTE;7461;2413215.0;True
141;2016;016;75;22160001800016;DEP CHARENTE;7588;12.99;True
142;2016;016;76;22160001800016;DEP CHARENTE;7688;22231.65;True
143;2016;016;77;22160001800016;DEP CHARENTE;7718;81326.28;True
144;2016;017;10;22170001600738;DEP CHARENTE-MARITIME;1068;54096677.92;True
145;2016;017;13;22170001600738;DEP CHARENTE-MARITIME;1341;1261414.57;True
146;2016;017;16;22170001600738;DEP CHARENTE-MARITIME;16449;3090000.0;True
147;2016;017;70;22170001600738;DEP CHARENTE-MARITIME;7083;327175.09;True
148;2016;017;73;22170001600738;DEP CHARENTE-MARITIME;7398;0.0;True
149;2016;017;74;22170001600738;DEP CHARENTE-MARITIME;7482;84457.0;True
150;2016;017;75;22170001600738;DEP CHARENTE-MARITIME;7588;155090.48;True
151;2016;017;76;22170001600738;DEP CHARENTE-MARITIME;7688;0.0;True
152;2016;017;77;22170001600738;DEP CHARENTE-MARITIME;7718;251009.0;True
153;2016;018;10;22180001400013;DEP CHER;1068;1313935.52;True
154;2016;018;13;22180001400013;DEP CHER;13272;0.0;True
155;2016;018;16;22180001400013;DEP CHER;16449;20594302.31;True
156;2016;018;70;22180001400013;DEP CHER;70878;1973597.58;True
157;2016;018;73;22180001400013;DEP CHER;7398;0.0;True
158;2016;018;74;22180001400013;DEP CHER;7482;23760.0;True
159;2016;018;75;22180001400013;DEP CHER;7588;2546.77;True
160;2016;018;76;22180001400013;DEP CHER;7621;175.0;True
161;2016;018;77;22180001400013;DEP CHER;7718;338705.24;True
162;2016;019;10;22192720500197;DEP CORREZE;1068;10045003.24;True
163;2016;019;13;22192720500197;DEP CORREZE;1341;0.0;True
164;2016;019;16;22192720500197;DEP CORREZE;165;0.0;True
165;2016;019;70;22192720500197;DEP CORREZE;70878;431441.77;True
166;2016;019;73;22192720500197;DEP CORREZE;7398;0.0;True
167;2016;019;74;22192720500197;DEP CORREZE;7461;2511415.0;True
168;2016;019;75;22192720500197;DEP CORREZE;7588;89156.49;True
169;2016;019;76;22192720500197;DEP CORREZE;764;7152.5;True
170;2016;019;77;22192720500197;DEP CORREZE;7718;388145.15;True
171;2016;021;10;22210001800019;DEP COTE-D'OR;1068;18374800.79;True
172;2016;021;13;22210001800019;DEP COTE-D'OR;13272;0.0;True
173;2016;021;16;22210001800019;DEP COTE-D'OR;16449;22071573.0;True
174;2016;021;70;22210001800019;DEP COTE-D'OR;7083;1500.0;True
175;2016;021;73;22210001800019;DEP COTE-D'OR;7322;576905.37;True
176;2016;021;74;22210001800019;DEP COTE-D'OR;7482;39371.0;True
177;2016;021;75;22210001800019;DEP COTE-D'OR;7535;726807.2;True
178;2016;021;76;22210001800019;DEP COTE-D'OR;7621;406.13;True
179;2016;021;77;22210001800019;DEP COTE-D'OR;7718;639820.56;True
180;2016;022;10;22220001600327;DEP COTES-D'ARMOR;1068;5827829.31;True
181;2016;022;13;22220001600327;DEP COTES-D'ARMOR;1341;53705.0;True
182;2016;022;16;22220001600327;DEP COTES-D'ARMOR;16449;60234561.43;True
183;2016;022;70;22220001600327;DEP COTES-D'ARMOR;7083;560.0;True
184;2016;022;73;22220001600327;DEP COTES-D'ARMOR;7322;653017.01;True
185;2016;022;74;22220001600327;DEP COTES-D'ARMOR;7461;6703323.0;True
186;2016;022;75;22220001600327;DEP COTES-D'ARMOR;7588;46914.47;True
187;2016;022;76;22220001600327;DEP COTES-D'ARMOR;7688;2937.02;True
188;2016;022;77;22220001600327;DEP COTES-D'ARMOR;7718;5970.29;True
189;2016;023;10;22230962700016;DEP CREUSE;1068;0.0;True
190;2016;023;13;22230962700016;DEP CREUSE;1341;2882557.33;True
191;2016;023;16;22230962700016;DEP CREUSE;165;0.0;True
192;2016;023;70;22230962700016;DEP CREUSE;70848;1767490.22;True
193;2016;023;73;22230962700016;DEP CREUSE;7322;68590.82;True
194;2016;023;74;22230962700016;DEP CREUSE;7461;1758917.0;True
195;2016;023;75;22230962700016;DEP CREUSE;7588;1902647.02;True
196;2016;023;76;22230962700016;DEP CREUSE;7688;46.67;True
197;2016;023;77;22230962700016;DEP CREUSE;777;0.0;True
198;2016;024;10;22240001200019;DEP DORDOGNE;1068;22713949.5;True
199;2016;024;13;22240001200019;DEP DORDOGNE;1341;1045103.0;True
200;2016;024;16;22240001200019;DEP DORDOGNE;16311;0.0;True
201;2016;024;70;22240001200019;DEP DORDOGNE;70878;231365.57;True
202;2016;024;73;22240001200019;DEP DORDOGNE;7322;699027.76;True
203;2016;024;74;22240001200019;DEP DORDOGNE;7482;34975.0;True
204;2016;024;75;22240001200019;DEP DORDOGNE;7588;195713.92;True
205;2016;024;76;22240001200019;DEP DORDOGNE;7688;11728.71;True
206;2016;024;77;22240001200019;DEP DORDOGNE;7718;60014.41;True
207;2016;025;10;22250001900013;DEP DOUBS;1068;25799559.05;True
208;2016;025;13;22250001900013;DEP DOUBS;13272;0.0;True
209;2016;025;16;22250001900013;DEP DOUBS;165;3344.0;True
210;2016;025;70;22250001900013;DEP DOUBS;7083;42432.83;True
211;2016;025;73;22250001900013;DEP DOUBS;7398;0.0;True
212;2016;025;74;22250001900013;DEP DOUBS;7482;29549.0;True
213;2016;025;75;22250001900013;DEP DOUBS;7588;34193.02;True
214;2016;025;76;22250001900013;DEP DOUBS;761;8089.79;True
215;2016;025;77;22250001900013;DEP DOUBS;7718;105982.6;True
216;2016;026;10;22260001700016;DEP DROME;1068;55103207.37;True
217;2016;026;13;22260001700016;DEP DROME;1341;1110644.34;True
218;2016;026;16;22260001700016;DEP DROME;16449;41033333.33;True
219;2016;026;70;22260001700016;DEP DROME;70848;2005305.58;True
220;2016;026;73;22260001700016;DEP DROME;7398;0.0;True
221;2016;026;74;22260001700016;DEP DROME;7482;37020.0;True
222;2016;026;75;22260001700016;DEP DROME;7588;2285599.95;True
223;2016;026;76;22260001700016;DEP DROME;7621;142517.35;True
224;2016;026;77;22260001700016;DEP DROME;7718;26755.28;True
225;2016;027;10;22270229200012;DEP EURE;1068;9674662.43;True
226;2016;027;13;22270229200012;DEP EURE;1341;0.0;True
227;2016;027;16;22270229200012;DEP EURE;16449;7750000.0;True
228;2016;027;70;22270229200012;DEP EURE;70878;159545.48;True
229;2016;027;73;22270229200012;DEP EURE;7398;0.0;True
230;2016;027;74;22270229200012;DEP EURE;7461;4160662.0;True
231;2016;027;75;22270229200012;DEP EURE;7588;351376.88;True
232;2016;027;76;22270229200012;DEP EURE;7688;11264.11;True
233;2016;027;77;22270229200012;DEP EURE;777;0.0;True
234;2016;028;10;22280001300013;DEP EURE-ET-LOIR;1068;27463406.13;True
235;2016;028;13;22280001300013;DEP EURE-ET-LOIR;1341;1836420.0;True
236;2016;028;16;22280001300013;DEP EURE-ET-LOIR;16311;0.0;True
237;2016;028;70;22280001300013;DEP EURE-ET-LOIR;70878;2329421.34;True
238;2016;028;73;22280001300013;DEP EURE-ET-LOIR;7398;0.0;True
239;2016;028;74;22280001300013;DEP EURE-ET-LOIR;7461;2352851.0;True
240;2016;028;75;22280001300013;DEP EURE-ET-LOIR;7588;2343229.51;True
241;2016;028;76;22280001300013;DEP EURE-ET-LOIR;7688;1948.54;True
242;2016;028;77;22280001300013;DEP EURE-ET-LOIR;7718;142509.14;True
243;2016;029;10;22290001100016;DEP FINISTERE;1068;7335414.36;True
244;2016;029;13;22290001100016;DEP FINISTERE;13272;670757.76;True
245;2016;029;16;22290001100016;DEP FINISTERE;16449;53600002.31;True
246;2016;029;70;22290001100016;DEP FINISTERE;70878;4970176.43;True
247;2016;029;73;22290001100016;DEP FINISTERE;7398;0.0;True
248;2016;029;74;22290001100016;DEP FINISTERE;7482;65779.0;True
249;2016;029;75;22290001100016;DEP FINISTERE;7588;908.0;True
250;2016;029;76;22290001100016;DEP FINISTERE;7688;456.05;True
251;2016;029;77;22290001100016;DEP FINISTERE;7718;30312.92;True
252;2016;02A;10;22200002800019;DEP CORSE-DU-SUD;1068;13432205.85;True
253;2016;02A;13;22200002800019;DEP CORSE-DU-SUD;13272;0.0;True
254;2016;02A;16;22200002800019;DEP CORSE-DU-SUD;1641;8500000.0;True
255;2016;02A;70;22200002800019;DEP CORSE-DU-SUD;70323;97389.87;True
256;2016;02A;73;22200002800019;DEP CORSE-DU-SUD;7351;2272825.2;True
257;2016;02A;74;22200002800019;DEP CORSE-DU-SUD;7461;3581769.0;True
258;2016;02A;75;22200002800019;DEP CORSE-DU-SUD;7588;816482.21;True
259;2016;02A;76;22200002800019;DEP CORSE-DU-SUD;7688;4138.75;True
260;2016;02A;77;22200002800019;DEP CORSE-DU-SUD;777;0.0;True
261;2016;02B;10;22200003600012;DEP HAUTE-CORSE;1068;9293395.73;True
262;2016;02B;13;22200003600012;DEP HAUTE-CORSE;1341;0.0;True
263;2016;02B;16;22200003600012;DEP HAUTE-CORSE;165;0.0;True
264;2016;02B;70;22200003600012;DEP HAUTE-CORSE;7083;8204.21;True
265;2016;02B;73;22200003600012;DEP HAUTE-CORSE;7398;0.0;True
266;2016;02B;74;22200003600012;DEP HAUTE-CORSE;7461;3308714.0;True
267;2016;02B;75;22200003600012;DEP HAUTE-CORSE;7588;785223.57;True
268;2016;02B;77;22200003600012;DEP HAUTE-CORSE;7718;108825.33;True
269;2016;030;10;22300001900073;DEP GARD;1068;16118539.95;True
270;2016;030;13;22300001900073;DEP GARD;13272;29887.7;True
271;2016;030;16;22300001900073;DEP GARD;16449;10000000.0;True
272;2016;030;70;22300001900073;DEP GARD;70848;2937263.87;True
273;2016;030;73;22300001900073;DEP GARD;7398;0.0;True
274;2016;030;74;22300001900073;DEP GARD;7482;54341.0;True
275;2016;030;75;22300001900073;DEP GARD;7588;508509.51;True
276;2016;030;76;22300001900073;DEP GARD;7688;158.1;True
277;2016;030;77;22300001900073;DEP GARD;7718;811.52;True
278;2016;031;10;22310001700423;DEP HAUTE-GARONNE;1068;45605116.71;True
279;2016;031;13;22310001700423;DEP HAUTE-GARONNE;1341;4162796.0;True
280;2016;031;16;22310001700423;DEP HAUTE-GARONNE;16449;108824088.05;True
281;2016;031;70;22310001700423;DEP HAUTE-GARONNE;70848;19038860.8;True
282;2016;031;73;22310001700423;DEP HAUTE-GARONNE;7398;0.0;True
283;2016;031;74;22310001700423;DEP HAUTE-GARONNE;7482;108183.0;True
284;2016;031;75;22310001700423;DEP HAUTE-GARONNE;7588;2394928.9;True
285;2016;031;76;22310001700423;DEP HAUTE-GARONNE;7621;1955.72;True
286;2016;031;77;22310001700423;DEP HAUTE-GARONNE;7718;10878374.91;True
287;2016;032;10;22320001500012;DEP GERS;1068;9262988.59;True
288;2016;032;13;22320001500012;DEP GERS;13272;0.0;True
289;2016;032;16;22320001500012;DEP GERS;16449;5413156.0;True
290;2016;032;70;22320001500012;DEP GERS;70848;667741.91;True
291;2016;032;73;22320001500012;DEP GERS;7322;196283.12;True
292;2016;032;74;22320001500012;DEP GERS;7482;10780.0;True
293;2016;032;75;22320001500012;DEP GERS;7588;37772.37;True
294;2016;032;76;22320001500012;DEP GERS;761;329.31;True
295;2016;032;77;22320001500012;DEP GERS;7718;512927.2;True
296;2016;033;10;22330001300016;DEP GIRONDE;1068;67269617.48;True
297;2016;033;13;22330001300016;DEP GIRONDE;1341;1528236.0;True
298;2016;033;16;22330001300016;DEP GIRONDE;16449;66977515.93;True
299;2016;033;70;22330001300016;DEP GIRONDE;7083;3632.55;True
300;2016;033;73;22330001300016;DEP GIRONDE;7398;0.0;True
301;2016;033;74;22330001300016;DEP GIRONDE;7482;163961.0;True
302;2016;033;75;22330001300016;DEP GIRONDE;7588;285958.45;True
303;2016;033;76;22330001300016;DEP GIRONDE;7688;36077.96;True
304;2016;033;77;22330001300016;DEP GIRONDE;7718;4581965.08;True
305;2016;034;10;22340001100076;DEP HERAULT;1068;29843408.55;True
306;2016;034;13;22340001100076;DEP HERAULT;13272;267323.58;True
307;2016;034;16;22340001100076;DEP HERAULT;16449;55051153.0;True
308;2016;034;70;22340001100076;DEP HERAULT;70848;5177369.52;True
309;2016;034;73;22340001100076;DEP HERAULT;7398;0.0;True
310;2016;034;74;22340001100076;DEP HERAULT;7482;117565.0;True
311;2016;034;75;22340001100076;DEP HERAULT;7588;514165.59;True
312;2016;034;76;22340001100076;DEP HERAULT;7621;136875.0;True
313;2016;034;77;22340001100076;DEP HERAULT;7718;3893791.88;True
314;2016;035;10;22350001800013;DEP ILLE-ET-VILAINE;1068;21245043.6;True
315;2016;035;13;22350001800013;DEP ILLE-ET-VILAINE;1341;246478.47;True
316;2016;035;16;22350001800013;DEP ILLE-ET-VILAINE;16449;13600000.0;True
317;2016;035;70;22350001800013;DEP ILLE-ET-VILAINE;7083;52042.34;True
318;2016;035;73;22350001800013;DEP ILLE-ET-VILAINE;7322;1289778.4;True
319;2016;035;74;22350001800013;DEP ILLE-ET-VILAINE;7482;100321.0;True
320;2016;035;75;22350001800013;DEP ILLE-ET-VILAINE;7588;6878.79;True
321;2016;035;76;22350001800013;DEP ILLE-ET-VILAINE;7621;1892.58;True
322;2016;035;77;22350001800013;DEP ILLE-ET-VILAINE;7718;32412.4;True
323;2016;036;10;22360001600016;DEP INDRE;1068;22939502.73;True
324;2016;036;13;22360001600016;DEP INDRE;1341;1215414.0;True
325;2016;036;16;22360001600016;DEP INDRE;165;0.0;True
326;2016;036;70;22360001600016;DEP INDRE;70848;1002865.99;True
327;2016;036;73;22360001600016;DEP INDRE;7322;125778.19;True
328;2016;036;74;22360001600016;DEP INDRE;7482;11237.0;True
329;2016;036;75;22360001600016;DEP INDRE;7588;214779.97;True
330;2016;036;76;22360001600016;DEP INDRE;7621;3.0;True
331;2016;036;77;22360001600016;DEP INDRE;7718;0.01;True
332;2016;037;10;22370001400010;DEP INDRE-ET-LOIRE 37;1068;17391236.18;True
333;2016;037;13;22370001400010;DEP INDRE-ET-LOIRE 37;13272;0.0;True
334;2016;037;16;22370001400010;DEP INDRE-ET-LOIRE 37;16449;31661280.47;True
335;2016;037;70;22370001400010;DEP INDRE-ET-LOIRE 37;70878;60685.18;True
336;2016;037;73;22370001400010;DEP INDRE-ET-LOIRE 37;7398;0.0;True
337;2016;037;74;22370001400010;DEP INDRE-ET-LOIRE 37;7482;45088.0;True
338;2016;037;75;22370001400010;DEP INDRE-ET-LOIRE 37;7588;90837.52;True
339;2016;037;76;22370001400010;DEP INDRE-ET-LOIRE 37;7688;273279.09;True
340;2016;037;77;22370001400010;DEP INDRE-ET-LOIRE 37;7718;16630.98;True
341;2016;038;10;22380001200013;DEP ISERE;1068;80895697.68;True
342;2016;038;13;22380001200013;DEP ISERE;1341;0.0;True
343;2016;038;16;22380001200013;DEP ISERE;16449;0.0;True
344;2016;038;70;22380001200013;DEP ISERE;7083;13952.27;True
345;2016;038;73;22380001200013;DEP ISERE;7398;0.0;True
346;2016;038;74;22380001200013;DEP ISERE;7461;6164228.0;True
347;2016;038;75;22380001200013;DEP ISERE;7588;939157.56;True
348;2016;038;76;22380001200013;DEP ISERE;7621;2383.17;True
349;2016;038;77;22380001200013;DEP ISERE;7718;1176138.75;True
350;2016;039;10;22390001000362;DEP JURA;1068;6404252.7;True
351;2016;039;13;22390001000362;DEP JURA;13272;84539.28;True
352;2016;039;16;22390001000362;DEP JURA;165;567.1;True
353;2016;039;70;22390001000362;DEP JURA;7083;100662.56;True
354;2016;039;73;22390001000362;DEP JURA;7398;0.0;True
355;2016;039;74;22390001000362;DEP JURA;7461;1708947.0;True
356;2016;039;75;22390001000362;DEP JURA;7588;1300089.23;True
357;2016;039;76;22390001000362;DEP JURA;7688;3747.52;True
358;2016;039;77;22390001000362;DEP JURA;777;0.0;True
359;2016;040;10;22400001800016;DEP DES LANDES;1068;19124181.55;True
360;2016;040;13;22400001800016;DEP DES LANDES;13272;525326.84;True
361;2016;040;16;22400001800016;DEP DES LANDES;1641;30000000.0;True
362;2016;040;70;22400001800016;DEP DES LANDES;70848;1771573.27;True
363;2016;040;73;22400001800016;DEP DES LANDES;7322;418277.58;True
364;2016;040;74;22400001800016;DEP DES LANDES;7482;34635.0;True
365;2016;040;75;22400001800016;DEP DES LANDES;7535;30838.39;True
366;2016;040;76;22400001800016;DEP DES LANDES;761;90189.0;True
367;2016;040;77;22400001800016;DEP DES LANDES;7718;2097.4;True
368;2016;041;10;22410001600019;DEP LOIR-ET-CHER;1068;12230219.7;True
369;2016;041;13;22410001600019;DEP LOIR-ET-CHER;1341;654039.0;True
370;2016;041;16;22410001600019;DEP LOIR-ET-CHER;16449;0.0;True
371;2016;041;70;22410001600019;DEP LOIR-ET-CHER;70878;189065.7;True
372;2016;041;73;22410001600019;DEP LOIR-ET-CHER;7322;237228.04;True
373;2016;041;74;22410001600019;DEP LOIR-ET-CHER;7482;22861.0;True
374;2016;041;75;22410001600019;DEP LOIR-ET-CHER;7588;568019.58;True
375;2016;041;76;22410001600019;DEP LOIR-ET-CHER;7688;21438.48;True
376;2016;041;77;22410001600019;DEP LOIR-ET-CHER;7718;46.61;True
377;2016;042;10;22420001400013;DEP LOIRE;1068;30067011.59;True
378;2016;042;13;22420001400013;DEP LOIRE;13272;0.0;True
379;2016;042;16;22420001400013;DEP LOIRE;16449;21427794.67;True
380;2016;042;70;22420001400013;DEP LOIRE;7083;3100.28;True
381;2016;042;73;22420001400013;DEP LOIRE;7322;558119.0;True
382;2016;042;74;22420001400013;DEP LOIRE;7482;48014.0;True
